level,Avg time spent (minutes),Median time spent (minutes),Cumulative avg time spent (minutes),%User having more than one attempt,avg attempts,median attempts
1,0.5132121212121213,0.13333333333333333,0.5132121212121213,0.040998217468805706,1.035650623885918,1
2,0.32045454545454644,0.2,0.8336666666666678,0.020833333333333332,1.0265151515151516,1
3,0.19876543209876626,0.16666666666666666,1.032432098765434,0.021442495126705652,1.02729044834308,1
4,0.2713666666666674,0.2,1.3037987654321015,0.014,1.018,1
5,0.7358739837398377,0.6,2.039672749171939,0.022357723577235773,1.024390243902439,1
6,1.6051521438450895,0.48333333333333334,3.6448248930170286,0.016597510373443983,1.0228215767634854,1
7,0.6560028248587579,0.36666666666666664,4.300827717875786,0.012711864406779662,1.0148305084745763,1
8,1.7952208835341377,0.3,6.096048601409924,0.036057692307692304,1.0649038461538463,1
9,0.4458333333333332,0.35,6.541881934743257,0.010101010101010102,1.0151515151515151,1
10,1.0921929824561412,0.65,7.634074917199398,0.02349869451697128,1.0365535248041775,1
11,1.057454890788225,0.8666666666666667,8.691529807987623,0.03943661971830986,1.0507042253521126,1
12,0.45029850746268657,0.3333333333333333,9.14182831545031,0.020895522388059702,1.0238805970149254,1
13,2.8091282051282054,1.7833333333333334,11.950956520578515,0.04281345565749235,1.0581039755351682,1
14,2.555140692640691,0.9666666666666667,14.506097213219206,0.03870967741935484,1.0903225806451613,1
15,1.1360730593607307,0.95,15.642170272579937,0.030716723549488054,1.030716723549488,1
16,0.5761072261072265,0.45,16.218277498687165,0.0034965034965034965,1.0034965034965035,1
17,0.49661921708185086,0.4,16.714896715769015,0.0071174377224199285,1.01067615658363,1
18,0.7542565947242207,0.6666666666666666,17.469153310493237,0.014388489208633094,1.025179856115108,1
19,0.774783147459727,0.6166666666666667,18.243936457952962,0.01858736059479554,1.029739776951673,1
20,1.3316287878787885,1,19.57556524583175,0.052830188679245285,1.0566037735849056,1
21,4.649734395750335,3.216666666666667,24.225299641582087,0.1171875,1.25,1
22,1.3488934993084363,1.0333333333333334,25.57419314089052,0.02074688796680498,1.0248962655601659,1
23,1.2236581920903953,0.85,26.797851332980915,0.029661016949152543,1.0338983050847457,1
24,1.0139367816091953,0.9,27.81178811459011,0.021551724137931036,1.0258620689655173,1
25,4.46446402349486,1.4666666666666666,32.27625213808497,0.0611353711790393,1.0786026200873362,1
26,0.6119581464872946,0.55,32.88821028457227,0.008968609865470852,1.0089686098654709,1
27,1.9337817638266064,0.5833333333333334,34.821992048398876,0.013452914798206279,1.0852017937219731,1
28,0.7436728395061728,0.6833333333333333,35.56566488790505,0.004629629629629629,1.0046296296296295,1
29,0.7424100156494522,0.6833333333333333,36.308074903554505,0.014084507042253521,1.028169014084507,1
30,0.7014285714285712,0.6,37.00950347498308,0.009523809523809525,1.0047619047619047,1
31,0.47941176470588254,0.4166666666666667,37.48891523968896,0.014705882352941176,1.0245098039215685,1
32,1.5285130718954252,0.85,39.01742831158438,0.01951219512195122,1.0195121951219512,1
33,0.42031509121061383,0.4,39.43774340279499,0.014925373134328358,1.0149253731343284,1
34,1.864285714285714,1.0333333333333334,41.30202911708071,0.025380710659898477,1.0406091370558375,1
35,0.9376511226252159,0.8,42.239680239705926,0.015544041450777202,1.0207253886010363,1
36,3.87065972222222,0.5833333333333334,46.11033996192815,0.041666666666666664,1.046875,1
37,1.826344086021504,1.2166666666666666,47.936684047949655,0.053763440860215055,1.064516129032258,1
38,1.0148250460405157,0.8166666666666667,48.95150909399017,0.0055248618784530384,1.0055248618784531,1
39,0.8700549450549451,0.7,49.821564039045114,0.01098901098901099,1.021978021978022,1
40,5.0765193370165775,1.55,54.89808337606169,0.0718232044198895,1.0939226519337018,1
41,0.6378095238095238,0.5833333333333334,55.535892899871214,0.02857142857142857,1.0342857142857143,1
42,2.6110789980732174,1.5666666666666667,58.14697189794443,0.045714285714285714,1.0685714285714285,1
43,0.5621031746031748,0.5166666666666667,58.709075072547606,0.017857142857142856,1.0297619047619047,1
44,0.641616161616162,0.6166666666666667,59.35069123416377,0,1,1
45,0.5944785276073619,0.5333333333333333,59.94516976177113,0.012269938650306749,1.0797546012269938,1
46,0.9886831275720163,0.8166666666666667,60.93385288934315,0.024691358024691357,1.0308641975308641,1
47,0.6505208333333333,0.55,61.58437372267648,0,1,1
48,1.2541401273885344,1.05,62.83851385006501,0.01910828025477707,1.019108280254777,1
49,1.0650743099787687,0.95,63.90358816004378,0.025477707006369428,1.0318471337579618,1
50,2.025698924731183,1.2333333333333334,65.92928708477497,0.07096774193548387,1.0774193548387097,1
51,0.5214912280701757,0.45,66.45077831284515,0.013157894736842105,1.019736842105263,1
52,0.7649237472766882,0.55,67.21570206012183,0.013071895424836602,1.0326797385620916,1
53,0.7065789473684211,0.6666666666666666,67.92228100749026,0,1,1
54,1.245364238410596,0.9833333333333333,69.16764524590086,0.013245033112582781,1.0198675496688743,1
55,2.7693512304250567,0.85,71.93699647632592,0.006711409395973154,1.0067114093959733,1
56,0.9675675675675671,0.7833333333333333,72.90456404389349,0,1,1
57,0.930612244897959,0.85,73.83517628879144,0,1,1
58,2.1373873873873874,0.43333333333333335,75.97256367617884,0,1,1
59,2.99342403628118,0.9166666666666666,78.96598771246002,0.047619047619047616,1.08843537414966,1
60,10.445287356321842,1.4833333333333334,89.41127506878186,0.08843537414965986,1.1700680272108843,1
61,0.8499999999999998,0.5833333333333334,90.26127506878186,0.02112676056338028,1.028169014084507,1
62,4.5410165484633565,1.8166666666666667,94.80229161724522,0.12056737588652482,1.2624113475177305,1
63,6.129197080291972,2.566666666666667,100.93148869753719,0.15942028985507245,1.3043478260869565,1
64,2.010617283950617,1,102.94210598148781,0.029411764705882353,1.036764705882353,1
65,1.1669154228855727,1,104.10902140437338,0.05223880597014925,1.0597014925373134,1
66,0.7913486005089061,0.7,104.90037000488229,0.007633587786259542,1,1
67,1.4152564102564102,1.3,106.3156264151387,0.007692307692307693,1.0076923076923077,1
68,0.46167979002624654,0.4166666666666667,106.77730620516495,0,1,1
69,1.7958666666666658,0.7333333333333333,108.57317287183162,0,1,1
70,1.4560483870967738,1.3166666666666667,110.02922125892839,0.024,1.032,1
71,1.2474254742547428,0.95,111.27664673318313,0.04065040650406504,1.0406504065040652,1
72,0.8295833333333331,0.7666666666666667,112.10623006651646,0,1,1
73,0.6655555555555556,0.6166666666666667,112.77178562207202,0.008333333333333333,1,1
74,1.2712250712250714,0.9833333333333333,114.04301069329709,0.008547008547008548,1.017094017094017,1
75,1.5792022792022788,1.0166666666666666,115.62221297249937,0.008547008547008548,1.0085470085470085,1
76,0.8062678062678061,0.65,116.42848077876718,0.02564102564102564,1.0256410256410255,1
77,6.534913793103447,2.1,122.96339457187062,0.07758620689655173,1.1206896551724137,1
78,1.165517241379311,0.45,124.12891181324993,0.008620689655172414,1.0086206896551724,1
79,0.7738700564971756,0.6666666666666666,124.9027818697471,0.025423728813559324,1.0169491525423728,1
80,0.6189265536723164,0.5666666666666667,125.52170842341941,0.00847457627118644,1.0084745762711864,1
81,0.9101139601139602,0.8166666666666667,126.43182238353337,0.05128205128205128,1.0769230769230769,1
82,1.2904347826086962,1.0666666666666667,127.72225716614207,0.017391304347826087,1.0260869565217392,1
83,1.7502873563218384,0.6,129.47254452246392,0.02586206896551724,1.0258620689655173,1
84,0.8241379310344826,0.7666666666666667,130.2966824534984,0.008620689655172414,1.0258620689655173,1
85,2.418452380952381,1.7166666666666666,132.71513483445077,0.03571428571428571,1.0625,1
86,0.9240240240240242,0.9,133.6391588584748,0,1,1
87,2.2210210210210213,1.8166666666666667,135.8601798794958,0.07207207207207207,1.0810810810810811,1
88,0.5968468468468466,0.5333333333333333,136.45702672634266,0,1,1
89,0.39348484848484855,0.36666666666666664,136.85051157482752,0.00909090909090909,1.009090909090909,1
90,2.069969969969971,1.5833333333333333,138.9204815447975,0.08108108108108109,1.1261261261261262,1
91,2.418018018018018,1.45,141.3384995628155,0.009009009009009009,1.009009009009009,1
92,3.314545454545455,2.2,144.65304501736097,0.10909090909090909,1.1727272727272726,1
93,0.45600600600600594,0.43333333333333335,145.10905102336696,0.009009009009009009,1.009009009009009,1
94,0.7311728395061727,0.6833333333333333,145.84022386287313,0.037037037037037035,1.037037037037037,1
95,0.5225856697819313,0.5,146.36280953265506,0.009345794392523364,1.0093457943925233,1
96,0.4345794392523364,0.4,146.7973889719074,0,1,1
97,7.923102310231022,2.35,154.72049128213843,0.2912621359223301,1.5145631067961165,1
98,1.708506944444444,0.8666666666666667,156.42899822658288,0.05154639175257732,1.0515463917525774,1
99,1.8982456140350876,1.3833333333333333,158.32724384061797,0.021052631578947368,1.0210526315789474,1
100,1.7901041666666673,1.3,160.11734800728465,0.010416666666666666,1,1
101,0.6607017543859646,0.45,160.77804976167062,0,1,1
102,2.277083333333333,1.4,163.05513309500395,0.020833333333333332,1.0208333333333333,1
103,7.1726950354609835,2.4833333333333334,170.22782813046493,0.0851063829787234,1.1170212765957446,1
104,13.38912280701754,3.05,183.61695093748247,0.15789473684210525,1.2736842105263158,1
105,7.764102564102565,1.4833333333333334,191.38105350158503,0.03260869565217391,1.0326086956521738,1
106,1.3297101449275368,1.2,192.71076364651256,0.010869565217391304,1.0108695652173914,1
107,0.9670250896057351,0.9,193.6777887361183,0,1,1
108,1.9578853046594986,1.7,195.6356740407778,0.043010752688172046,1.064516129032258,1
109,0.7052536231884057,0.65,196.3409276639662,0.021739130434782608,1.0217391304347827,1
110,8.802434456928838,2.4,205.14336212089503,0.0898876404494382,1.101123595505618,1
111,3.3889513108614238,1.3666666666666667,208.53231343175645,0.022222222222222223,1.0333333333333334,1
112,1.3925490196078432,1.2166666666666666,209.9248624513643,0.023529411764705882,1.0235294117647058,1
113,2.7119047619047625,1.7,212.63676721326908,0.07142857142857142,1.0952380952380953,1
114,1.1391566265060238,1.0166666666666666,213.77592383977512,0.012048192771084338,1.0120481927710843,1
115,0.5724206349206352,0.45,214.34834447469575,0.023809523809523808,1.0238095238095237,1
116,1.796825396825397,1.0333333333333334,216.14516987152115,0.07142857142857142,1.0714285714285714,1
117,4.223809523809526,1.1166666666666667,220.36897939533068,0.03571428571428571,1.0595238095238095,1
118,1.9220238095238098,1.7833333333333334,222.2910032048545,0.058823529411764705,1.0588235294117647,1
119,2.5815476190476185,1.1833333333333333,224.87255082390212,0.023809523809523808,1.0357142857142858,1
120,1.6652941176470586,1.5166666666666666,226.53784494154917,0.023529411764705882,1.0588235294117647,1
121,1.4654901960784317,0.7833333333333333,228.0033351376276,0.03529411764705882,1.035294117647059,1
122,1.0080392156862743,0.6666666666666666,229.01137435331387,0,1,1
123,1.0079365079365081,0.8833333333333333,230.01931086125037,0.011904761904761904,1.0476190476190477,1
124,9.881349206349208,2.6333333333333333,239.90066006759957,0.13095238095238096,1.2380952380952381,1
125,1.1243902439024387,0.9833333333333333,241.025050311502,0.06097560975609756,1.0975609756097562,1
126,1.320576131687243,1.1833333333333333,242.34562644318925,0.012345679012345678,1.0123456790123457,1
127,5.18353658536585,1.8333333333333333,247.5291630285551,0.04878048780487805,1.0731707317073171,1
128,0.7382113821138211,0.4666666666666667,248.26737441066894,0,1,1
129,1.6831275720164607,1.45,249.9505019826854,0.024390243902439025,1.024390243902439,1
130,2.6500000000000004,1.2666666666666666,252.60050198268542,0,1,1
131,6.5393750000000015,1.8166666666666667,259.1398769826854,0.025,1.0375,1
132,2.4482905982905994,0.65,261.588167580976,0,1,1
133,1.5455555555555553,0.8666666666666667,263.13372313653156,0.04,1.0666666666666667,1
134,0.46801801801801785,0.4166666666666667,263.6017411545496,0,1,1
135,6.546222222222222,1.95,270.1479633767718,0.16,1.2933333333333332,1
136,3.493333333333333,2.283333333333333,273.64129671010517,0.10666666666666667,1.1466666666666667,1
137,2.141095890410959,1.65,275.7823926005161,0.0410958904109589,1.095890410958904,1
138,1.9559360730593607,1.7333333333333334,277.7383286735755,0.0273972602739726,1.0273972602739727,1
139,1.094520547945205,1.05,278.8328492215207,0.0273972602739726,1.0684931506849316,1
140,0.9873873873873873,0.9166666666666666,279.8202366089081,0,1,1
141,0.9428888888888886,0.85,280.763125497797,0.02666666666666667,1.0266666666666666,1
142,0.8251082251082255,0.75,281.5882337229052,0.025974025974025976,1.0649350649350648,1
143,2.7977777777777777,1.8833333333333333,284.38601150068297,0.02666666666666667,1.0266666666666666,1
144,3.6378378378378384,2.5833333333333335,288.0238493385208,0.14864864864864866,1.1891891891891893,1
145,1.856306306306306,0.9333333333333333,289.8801556448271,0.013513513513513514,1.0135135135135136,1
146,2.454954954954955,1.5666666666666667,292.335110599782,0.04054054054054054,1.0405405405405406,1
